5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
5.0000,5.0000,-0.0000,0.0000
